"","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme"
"7064","Military",708,"Dem",4,25,25,15,"B","Control",1,2,""
"7065","Soldiers",708,"Dem",15000,12500,15000,4486,"B","Control",1,2,""
"7066","Unemployment",710,"Dem",-10,-10,-10,-46,"B","Control",1,2,""
"7067","Immigration",710,"Dem",-5,-5,5,-27.8,"B","Control",1,2,""
"7068","Military",710,"Dem",30,30,30,15,"B","Control",1,2,""
"7069","Soldiers",710,"Dem",1000,1000,1000,4486,"B","Control",1,2,""
"7070","Unemployment",711,"Dem",3,3,3,-46,"B","Control",1,2,""
"7071","Immigration",711,"Dem",20,50,50,-27.8,"B","Control",1,2,""
"7072","Military",711,"Dem",25,30,30,15,"B","Control",1,2,""
"7073","Soldiers",711,"Dem",777,4400,4400,4486,"B","Control",1,2,""
"7074","Unemployment",712,"Dem",-1,-1,-1,-46,"B","Control",1,2,""
"7075","Immigration",712,"Dem",3,3,3,-27.8,"B","Control",1,2,""
"7076","Military",712,"Dem",12,12,11,15,"B","Control",1,2,""
"7077","Soldiers",712,"Dem",200,203,209,4486,"B","Control",1,2,""
"7078","Unemployment",713,"Dem",5,6,7,-46,"B","Control",1,2,""
"7079","Immigration",713,"Dem",15,18,15,-27.8,"B","Control",1,2,""
"7080","Military",713,"Dem",20,15,18,15,"B","Control",1,2,""
"7081","Soldiers",713,"Dem",5000,6500,5800,4486,"B","Control",1,2,""
"7082","Unemployment",714,"Dem",-10,-10,-10,-46,"B","Control",1,2,""
"7083","Immigration",714,"Dem",5,5,5,-27.8,"B","Control",1,2,""
"7084","Military",714,"Dem",40,40,40,15,"B","Control",1,2,""
"7085","Soldiers",714,"Dem",5000,5000,5000,4486,"B","Control",1,2,""
"7086","Unemployment",715,"Dem",-4,-3,-2.5,-46,"B","Control",1,2,""
"7087","Immigration",715,"Dem",60,40,55,-27.8,"B","Control",1,2,""
"7088","Military",715,"Dem",40,32,27,15,"B","Control",1,2,""
"7089","Soldiers",715,"Dem",4400,4500,4000,4486,"B","Control",1,2,""
"7090","Unemployment",716,"Dem",-4,-4.1,-4.8,-46,"B","Control",1,2,""
"7091","Immigration",716,"Dem",14,15,-14,-27.8,"B","Control",1,2,""
"7092","Military",716,"Dem",20,20,21,15,"B","Control",1,2,""
"7093","Soldiers",716,"Dem",3000,3300,4425,4486,"B","Control",1,2,""
"7094","Unemployment",717,"Dem",4,4,4,-46,"B","Control",1,2,""
"7095","Immigration",717,"Dem",75,75,75,-27.8,"B","Control",1,2,""
"7096","Military",717,"Dem",30,30,30,15,"B","Control",1,2,""
"7097","Soldiers",717,"Dem",4424,4424,4424,4486,"B","Control",1,2,""
"7098","Unemployment",718,"Dem",-15,-15,-15,-46,"B","Control",1,2,""
"7099","Immigration",718,"Dem",-15,-15,-15,-27.8,"B","Control",1,2,""
"7100","Military",718,"Dem",30,30,30,15,"B","Control",1,2,""
"7101","Soldiers",718,"Dem",20000,30000,30000,4486,"B","Control",1,2,""
"7102","Unemployment",719,"Dem",9,10,18,-46,"B","Control",1,2,""
"7103","Immigration",719,"Dem",7,7,10,-27.8,"B","Control",1,2,""
"7104","Military",719,"Dem",75,25,40,15,"B","Control",1,2,""
"7105","Soldiers",719,"Dem",80,75,55,4486,"B","Control",1,2,""
"7106","Unemployment",721,"Dem",-4,-4,-4,-46,"B","Control",1,2,""
"7107","Immigration",721,"Dem",10,-20,-10,-27.8,"B","Control",1,2,""
"7108","Military",721,"Dem",5,7,10,15,"B","Control",1,2,""
"7109","Soldiers",721,"Dem",3000,3000,2000,4486,"B","Control",1,2,""
"7110","Unemployment",722,"Dem",50,50,-50,-46,"B","Control",1,2,""
"7111","Immigration",722,"Dem",-40,-33,-35,-27.8,"B","Control",1,2,""
"7112","Military",722,"Dem",40,40,40,15,"B","Control",1,2,""
"7113","Soldiers",722,"Dem",50000,50000,50000,4486,"B","Control",1,2,""
"7114","Unemployment",723,"Dem",-2,-4,-4,-46,"B","Control",1,2,""
"7115","Immigration",723,"Dem",-18,-20,-15,-27.8,"B","Control",1,2,""
"7116","Military",723,"Dem",21,20,21,15,"B","Control",1,2,""
"7117","Soldiers",723,"Dem",4400,3500,4100,4486,"B","Control",1,2,""
"7118","Unemployment",724,"Dem",-2,-2,-2,-46,"B","Control",1,2,""
"7119","Immigration",724,"Dem",0,0,1,-27.8,"B","Control",1,2,""
"7120","Military",724,"Dem",20,20,20,15,"B","Control",1,2,""
"7121","Soldiers",724,"Dem",200,200,200,4486,"B","Control",1,2,""
"7122","Unemployment",725,"Dem",-4,-4,-4,-46,"B","Control",1,2,""
"7123","Immigration",725,"Dem",-20,-20,-20,-27.8,"B","Control",1,2,""
"7124","Military",725,"Dem",20,18,18,15,"B","Control",1,2,""
"7125","Soldiers",725,"Dem",4400,4400,4400,4486,"B","Control",1,2,""
"7126","Unemployment",726,"Dem",-4,-3,-2,-46,"B","Control",1,2,""
"7127","Immigration",726,"Dem",10,22,12,-27.8,"B","Control",1,2,""
"7128","Military",726,"Dem",32,44,45,15,"B","Control",1,2,""
"7129","Soldiers",726,"Dem",4000,16000,5000,4486,"B","Control",1,2,""
"7130","Unemployment",727,"Dem",-11,15,15,-46,"B","Control",1,2,""
"7131","Immigration",727,"Dem",-5,-5,5,-27.8,"B","Control",1,2,""
"7132","Military",727,"Dem",35,35,35,15,"B","Control",1,2,""
"7133","Soldiers",727,"Dem",2500,140000,145000,4486,"B","Control",1,2,""
"7134","Unemployment",728,"Dem",-10,-8,-8,-46,"B","Control",1,2,""
"7135","Immigration",728,"Dem",10,-10,-12,-27.8,"B","Control",1,2,""
"7136","Military",728,"Dem",80,80,85,15,"B","Control",1,2,""
"7137","Soldiers",728,"Dem",250,225,225,4486,"B","Control",1,2,""
"7138","Unemployment",729,"Dem",4,4.8,4.8,-46,"B","Control",1,2,""
"7139","Immigration",729,"Dem",15,15,12,-27.8,"B","Control",1,2,""
"7140","Military",729,"Dem",43,15,54,15,"B","Control",1,2,""
"7141","Soldiers",729,"Dem",4400,4425,4424,4486,"B","Control",1,2,""
"7142","Unemployment",730,"Dem",-5,-5,-5,-46,"B","Control",1,2,""
"7143","Immigration",730,"Dem",10,10,10,-27.8,"B","Control",1,2,""
"7144","Military",730,"Dem",35,35,35,15,"B","Control",1,2,""
"7145","Soldiers",730,"Dem",1500,1500,1500,4486,"B","Control",1,2,""
"7146","Unemployment",732,"Dem",-2,-3,-3,-46,"B","Control",1,2,""
"7147","Immigration",732,"Dem",-5,-5,-5,-27.8,"B","Control",1,2,""
"7148","Military",732,"Dem",85,87,85,15,"B","Control",1,2,""
"7149","Soldiers",732,"Dem",200,500,500,4486,"B","Control",1,2,""
"7150","Unemployment",676,"Repub",15,25,45,-46,"B","Control",1,2,""
"7151","Immigration",676,"Repub",75,75,75,-27.8,"B","Control",1,2,""
"7152","Military",676,"Repub",35,35,35,15,"B","Control",1,2,""
"7153","Soldiers",676,"Repub",25000,50000,45000,4486,"B","Control",1,2,""
"7154","Unemployment",687,"Repub",7.8,10,10,-46,"B","Control",1,2,""
"7155","Immigration",687,"Repub",35,57,57,-27.8,"B","Control",1,2,""
"7156","Military",687,"Repub",21,21,21,15,"B","Control",1,2,""
"7157","Soldiers",687,"Repub",138,1000,6000,4486,"B","Control",1,2,""
"7158","Unemployment",698,"Repub",-20,-20,-20,-46,"B","Control",1,2,""
"7159","Immigration",698,"Repub",150,150,150,-27.8,"B","Control",1,2,""
"7160","Military",698,"Repub",10,15,15,15,"B","Control",1,2,""
"7161","Soldiers",698,"Repub",3000,3000,3000,4486,"B","Control",1,2,""
"7162","Unemployment",720,"Repub",-10,-5,-10,-46,"B","Control",1,2,""
"7163","Immigration",720,"Repub",-5,-10,10,-27.8,"B","Control",1,2,""
"7164","Military",720,"Repub",25,20,25,15,"B","Control",1,2,""
"7165","Soldiers",720,"Repub",3000,2000,2000,4486,"B","Control",1,2,""
"7166","Unemployment",731,"Repub",3,5,4,-46,"B","Control",1,2,""
"7167","Immigration",731,"Repub",5,10,7,-27.8,"B","Control",1,2,""
"7168","Military",731,"Repub",30,25,30,15,"B","Control",1,2,""
"7169","Soldiers",731,"Repub",9000,7000,8000,4486,"B","Control",1,2,""
"7170","Unemployment",733,"Repub",5,5,-5,-46,"B","Control",1,2,""
"7171","Immigration",733,"Repub",-20,-20,-20,-27.8,"B","Control",1,2,""
"7172","Military",733,"Repub",50,50,50,15,"B","Control",1,2,""
"7173","Soldiers",733,"Repub",5e+06,5e+06,5e+06,4486,"B","Control",1,2,"2-1-3"
"7174","Unemployment",734,"Repub",3.9,-3.9,-4,-46,"B","Control",1,2,""
"7175","Immigration",734,"Repub",15,12,12,-27.8,"B","Control",1,2,""
"7176","Military",734,"Repub",34,33,35,15,"B","Control",1,2,""
"7177","Soldiers",734,"Repub",7e+05,7e+05,650000,4486,"B","Control",1,2,""
"7178","Unemployment",666,"Repub",10,5,5,-46,"B","Control",1,2,""
"7179","Immigration",666,"Repub",65,50,68,-27.8,"B","Control",1,2,""
"7180","Military",666,"Repub",10,10,10,15,"B","Control",1,2,""
"7181","Soldiers",666,"Repub",1000,2800,2900,4486,"B","Control",1,2,""
"7182","Unemployment",668,"Repub",-1,-2,-1,-46,"B","Control",1,2,""
"7183","Immigration",668,"Repub",100,50,125,-27.8,"B","Control",1,2,""
"7184","Military",668,"Repub",15,15,15,15,"B","Control",1,2,""
"7185","Soldiers",668,"Repub",1000,1200,1100,4486,"B","Control",1,2,""
"7186","Unemployment",669,"Repub",10,50,30,-46,"B","Control",1,2,""
"7187","Immigration",669,"Repub",5,50,50,-27.8,"B","Control",1,2,""
"7188","Military",669,"Repub",50,50,50,15,"B","Control",1,2,""
"7189","Soldiers",669,"Repub",1000,1000,6000,4486,"B","Control",1,2,""
"7190","Unemployment",670,"Repub",40,-40,-60,-46,"B","Control",1,2,""
"7191","Immigration",670,"Repub",50,60,100,-27.8,"B","Control",1,2,""
"7192","Military",670,"Repub",20,17,17,15,"B","Control",1,2,""
"7193","Soldiers",670,"Repub",15000,15000,11000,4486,"B","Control",1,2,""
"7194","Unemployment",672,"Repub",8,8,8,-46,"B","Control",1,2,""
"7195","Immigration",672,"Repub",300,300,300,-27.8,"B","Control",1,2,""
"7196","Military",672,"Repub",30,30,30,15,"B","Control",1,2,""
"7197","Soldiers",672,"Repub",1e+05,1e+05,1e+05,4486,"B","Control",1,2,""
"7198","Unemployment",673,"Repub",2,2,2,-46,"B","Control",1,2,""
"7199","Immigration",673,"Repub",15,20,15,-27.8,"B","Control",1,2,""
"7200","Military",673,"Repub",5,5,5,15,"B","Control",1,2,""
"7201","Soldiers",673,"Repub",6000,7000,10000,4486,"B","Control",1,2,""
"7202","Unemployment",674,"Repub",-30,-30,-30,-46,"B","Control",1,2,""
"7203","Immigration",674,"Repub",5,5,6,-27.8,"B","Control",1,2,""
"7204","Military",674,"Repub",60,60,60,15,"B","Control",1,2,""
"7205","Soldiers",674,"Repub",2000,2000,2000,4486,"B","Control",1,2,""
"7206","Unemployment",675,"Repub",31,11,-11,-46,"B","Control",1,2,""
"7207","Immigration",675,"Repub",15,22,22,-27.8,"B","Control",1,2,""
"7208","Military",675,"Repub",55,55,50,15,"B","Control",1,2,""
"7209","Soldiers",675,"Repub",53,22,34,4486,"B","Control",1,2,""
"7210","Unemployment",677,"Repub",-1.5,-1.5,-5,-46,"B","Control",1,2,""
"7211","Immigration",677,"Repub",10,-2,-20,-27.8,"B","Control",1,2,""
"7212","Military",677,"Repub",15,15,15,15,"B","Control",1,2,""
"7213","Soldiers",677,"Repub",NA,2000,NA,4486,"B","Control",1,2,""
"7214","Unemployment",679,"Repub",68,28,80,-46,"B","Control",1,2,""
"7215","Immigration",679,"Repub",20,10,20,-27.8,"B","Control",1,2,""
"7216","Military",679,"Repub",10,60,67,15,"B","Control",1,2,""
"7217","Soldiers",679,"Repub",45,80,10,4486,"B","Control",1,2,""
"7218","Unemployment",680,"Repub",-2,-2,-2,-46,"B","Control",1,2,""
"7219","Immigration",680,"Repub",90,50,75,-27.8,"B","Control",1,2,""
"7220","Military",680,"Repub",11,11,10,15,"B","Control",1,2,""
"7221","Soldiers",680,"Repub",400,375,360,4486,"B","Control",1,2,""
"7222","Unemployment",681,"Repub",10,10,10,-46,"B","Control",1,2,""
"7223","Immigration",681,"Repub",25,25,25,-27.8,"B","Control",1,2,""
"7224","Military",681,"Repub",20,20,20,15,"B","Control",1,2,""
"7225","Soldiers",681,"Repub",18,1e+05,10000,4486,"B","Control",1,2,""
"7226","Unemployment",682,"Repub",20,18,18,-46,"B","Control",1,2,""
"7227","Immigration",682,"Repub",-18,-18,-18,-27.8,"B","Control",1,2,""
"7228","Military",682,"Repub",7,7,7,15,"B","Control",1,2,""
"7229","Soldiers",682,"Repub",2700,2700,2700,4486,"B","Control",1,2,""
"7230","Unemployment",684,"Repub",-20,-20,-20,-46,"B","Control",1,2,""
"7231","Immigration",684,"Repub",7,7,9,-27.8,"B","Control",1,2,""
"7232","Military",684,"Repub",20,25,20,15,"B","Control",1,2,""
"7233","Soldiers",684,"Repub",3500,3500,3500,4486,"B","Control",1,2,""
"7234","Unemployment",685,"Repub",45,23,12,-46,"B","Control",1,2,""
"7235","Immigration",685,"Repub",11,23,15,-27.8,"B","Control",1,2,""
"7236","Military",685,"Repub",19,58,45,15,"B","Control",1,2,""
"7237","Soldiers",685,"Repub",269,171,45,4486,"B","Control",1,2,""
"7238","Unemployment",686,"Repub",10,10,10,-46,"B","Control",1,2,""
"7239","Immigration",686,"Repub",30,30,30,-27.8,"B","Control",1,2,""
"7240","Military",686,"Repub",40,40,40,15,"B","Control",1,2,""
"7241","Soldiers",686,"Repub",100,100,100,4486,"B","Control",1,2,""
"7242","Unemployment",688,"Repub",50,50,50,-46,"B","Control",1,2,""
"7243","Immigration",688,"Repub",30,30,30,-27.8,"B","Control",1,2,""
"7244","Military",688,"Repub",30,30,30,15,"B","Control",1,2,""
"7245","Soldiers",688,"Repub",3000,3000,3000,4486,"B","Control",1,2,""
"7246","Unemployment",689,"Repub",4,-4,-5,-46,"B","Control",1,2,""
"7247","Immigration",689,"Repub",5,5,7,-27.8,"B","Control",1,2,""
"7248","Military",689,"Repub",7,20,20,15,"B","Control",1,2,""
"7249","Soldiers",689,"Repub",3000,3300,3300,4486,"B","Control",1,2,""
"7250","Unemployment",690,"Repub",3,3,3,-46,"B","Control",1,2,""
"7251","Immigration",690,"Repub",40,40,40,-27.8,"B","Control",1,2,""
"7252","Military",690,"Repub",25,25,25,15,"B","Control",1,2,""
"7253","Soldiers",690,"Repub",3000,3000,3000,4486,"B","Control",1,2,""
"7254","Unemployment",691,"Repub",-2,-3,-3,-46,"B","Control",1,2,""
"7255","Immigration",691,"Repub",50,45,4,-27.8,"B","Control",1,2,""
"7256","Military",691,"Repub",15,9,15,15,"B","Control",1,2,""
"7257","Soldiers",691,"Repub",4000,4000,4000,4486,"B","Control",1,2,""
"7258","Unemployment",692,"Repub",-1,-1,-1,-46,"B","Control",1,2,""
"7259","Immigration",692,"Repub",-3,-2,-2,-27.8,"B","Control",1,2,""
"7260","Military",692,"Repub",35,30,30,15,"B","Control",1,2,""
"7261","Soldiers",692,"Repub",350,350,355,4486,"B","Control",1,2,""
"7262","Unemployment",693,"Repub",NA,NA,NA,-46,"B","Control",1,2,""
"7263","Immigration",693,"Repub",NA,NA,NA,-27.8,"B","Control",1,2,""
"7264","Military",693,"Repub",NA,NA,NA,15,"B","Control",1,2,""
"7265","Soldiers",693,"Repub",NA,NA,NA,4486,"B","Control",1,2,""
"7266","Unemployment",695,"Repub",-60,-65,-60,-46,"B","Control",1,2,""
"7267","Immigration",695,"Repub",40,35,38,-27.8,"B","Control",1,2,""
"7268","Military",695,"Repub",33,45,40,15,"B","Control",1,2,""
"7269","Soldiers",695,"Repub",7500,10000,9000,4486,"B","Control",1,2,""
"7270","Unemployment",696,"Repub",60,60,50,-46,"B","Control",1,2,""
"7271","Immigration",696,"Repub",70,70,5,-27.8,"B","Control",1,2,""
"7272","Military",696,"Repub",10,9,9,15,"B","Control",1,2,""
"7273","Soldiers",696,"Repub",15000,12000,12000,4486,"B","Control",1,2,""
"7274","Unemployment",699,"Repub",6,2,7,-46,"B","Control",1,2,""
"7275","Immigration",699,"Repub",4.4,4,11,-27.8,"B","Control",1,2,""
"7276","Military",699,"Repub",5,14,3,15,"B","Control",1,2,""
"7277","Soldiers",699,"Repub",3000,1150,1725,4486,"B","Control",1,2,""
"7278","Unemployment",702,"Repub",-12,-12,-12,-46,"B","Control",1,2,""
"7279","Immigration",702,"Repub",30,20,30,-27.8,"B","Control",1,2,""
"7280","Military",702,"Repub",32,32,33,15,"B","Control",1,2,""
"7281","Soldiers",702,"Repub",20000,20203,20203,4486,"B","Control",1,2,""
"7282","Unemployment",703,"Repub",-8,-8,-8,-46,"B","Control",1,2,""
"7283","Immigration",703,"Repub",18,18,18,-27.8,"B","Control",1,2,""
"7284","Military",703,"Repub",27,27,27,15,"B","Control",1,2,""
"7285","Soldiers",703,"Repub",1100,2300,2300,4486,"B","Control",1,2,""
"7286","Unemployment",704,"Repub",-8,-8,-8,-46,"B","Control",1,2,""
"7287","Immigration",704,"Repub",25,25,10,-27.8,"B","Control",1,2,""
"7288","Military",704,"Repub",30,30,30,15,"B","Control",1,2,""
"7289","Soldiers",704,"Repub",2500,2500,2500,4486,"B","Control",1,2,""
"7290","Unemployment",735,"Dem",NA,NA,-5,-46,"C","Control",1,2,""
"7291","Immigration",735,"Dem",3,3,3,-27.8,"C","Control",1,2,""
"7292","Military",735,"Dem",50,52,52,15,"C","Control",1,2,""
"7293","Soldiers",735,"Dem",5e+05,5e+05,5e+05,4486,"C","Control",1,2,""
"7294","Unemployment",804,"Dem",44,34,33,-46,"C","Control",1,2,""
"7295","Immigration",804,"Dem",44,44,33,-27.8,"C","Control",1,2,""
"7296","Military",804,"Dem",44,33,22,15,"C","Control",1,2,""
"7297","Soldiers",804,"Dem",33,33,NA,4486,"C","Control",1,2,""
"7298","Unemployment",737,"Dem",-3,-3,-3,-46,"C","Control",1,2,""
"7299","Immigration",737,"Dem",NA,-10,-12,-27.8,"C","Control",1,2,""
"7300","Military",737,"Dem",20,20,15,15,"C","Control",1,2,""
"7301","Soldiers",737,"Dem",15000,4400,4400,4486,"C","Control",1,2,""
"7302","Unemployment",742,"Dem",3.2,3.2,3.5,-46,"C","Control",1,2,""
"7303","Immigration",742,"Dem",-15,-15,-15,-27.8,"C","Control",1,2,""
"7304","Military",742,"Dem",25,23,23,15,"C","Control",1,2,""
"7305","Soldiers",742,"Dem",2500,4000,4000,4486,"C","Control",1,2,""
"7306","Unemployment",743,"Dem",-20,-10,-5,-46,"C","Control",1,2,""
"7307","Immigration",743,"Dem",-10,NA,-21,-27.8,"C","Control",1,2,""
"7308","Military",743,"Dem",NA,15,15,15,"C","Control",1,2,""
"7309","Soldiers",743,"Dem",1000,1200,1500,4486,"C","Control",1,2,""
"7310","Unemployment",745,"Dem",-8,-8,-8,-46,"C","Control",1,2,""
"7311","Immigration",745,"Dem",7.2,7.8,12,-27.8,"C","Control",1,2,""
"7312","Military",745,"Dem",12,18,15,15,"C","Control",1,2,""
"7313","Soldiers",745,"Dem",1100,1160,2400,4486,"C","Control",1,2,""
"7314","Unemployment",747,"Dem",6,-6,4,-46,"C","Control",1,2,""
"7315","Immigration",747,"Dem",2,2,1,-27.8,"C","Control",1,2,""
"7316","Military",747,"Dem",15,12,12,15,"C","Control",1,2,""
"7317","Soldiers",747,"Dem",28,32,12,4486,"C","Control",1,2,""
"7318","Unemployment",748,"Dem",0.8,1,1.2,-46,"C","Control",1,2,""
"7319","Immigration",748,"Dem",-5,-8,-9,-27.8,"C","Control",1,2,""
"7320","Military",748,"Dem",16,52,16,15,"C","Control",1,2,""
"7321","Soldiers",748,"Dem",114,3500,4200,4486,"C","Control",1,2,""
"7322","Unemployment",749,"Dem",-8,-8,-8,-46,"C","Control",1,2,""
"7323","Immigration",749,"Dem",2,2,2,-27.8,"C","Control",1,2,""
"7324","Military",749,"Dem",12,12,12,15,"C","Control",1,2,""
"7325","Soldiers",749,"Dem",12500,12500,12500,4486,"C","Control",1,2,""
"7326","Unemployment",750,"Dem",5,4,4,-46,"C","Control",1,2,""
"7327","Immigration",750,"Dem",-10,-10,-10,-27.8,"C","Control",1,2,""
"7328","Military",750,"Dem",30,28,28,15,"C","Control",1,2,""
"7329","Soldiers",750,"Dem",5000,4800,4800,4486,"C","Control",1,2,""
"7330","Unemployment",751,"Dem",-7,-8,NA,-46,"C","Control",1,2,""
"7331","Immigration",751,"Dem",-5,5,15,-27.8,"C","Control",1,2,""
"7332","Military",751,"Dem",50,NA,3,15,"C","Control",1,2,""
"7333","Soldiers",751,"Dem",3000,4500,4500,4486,"C","Control",1,2,""
"7334","Unemployment",752,"Dem",6,8,7,-46,"C","Control",1,2,""
"7335","Immigration",752,"Dem",20,-10,-5,-27.8,"C","Control",1,2,""
"7336","Military",752,"Dem",48,36,40,15,"C","Control",1,2,""
"7337","Soldiers",752,"Dem",2000,3000,1500,4486,"C","Control",1,2,""
"7338","Unemployment",756,"Dem",10,80,80,-46,"C","Control",1,2,""
"7339","Immigration",756,"Dem",2,2,2,-27.8,"C","Control",1,2,""
"7340","Military",756,"Dem",30,35,20,15,"C","Control",1,2,""
"7341","Soldiers",756,"Dem",100,100,100,4486,"C","Control",1,2,""
"7342","Unemployment",758,"Dem",4,4,4,-46,"C","Control",1,2,""
"7343","Immigration",758,"Dem",5,12,8,-27.8,"C","Control",1,2,""
"7344","Military",758,"Dem",25,23,22,15,"C","Control",1,2,""
"7345","Soldiers",758,"Dem",3223,3223,3223,4486,"C","Control",1,2,""
"7346","Unemployment",759,"Dem",-3,-3,-2,-46,"C","Control",1,2,""
"7347","Immigration",759,"Dem",30,30,30,-27.8,"C","Control",1,2,""
"7348","Military",759,"Dem",30,30,30,15,"C","Control",1,2,""
"7349","Soldiers",759,"Dem",0,4000,4000,4486,"C","Control",1,2,""
"7350","Unemployment",760,"Dem",NA,NA,NA,-46,"C","Control",1,2,""
"7351","Immigration",760,"Dem",NA,NA,NA,-27.8,"C","Control",1,2,""
"7352","Military",760,"Dem",NA,NA,NA,15,"C","Control",1,2,""
"7353","Soldiers",760,"Dem",NA,NA,NA,4486,"C","Control",1,2,""
"7354","Unemployment",763,"Dem",-16,-16,-16,-46,"C","Control",1,2,""
"7355","Immigration",763,"Dem",-80,80,80,-27.8,"C","Control",1,2,""
"7356","Military",763,"Dem",56,56,56,15,"C","Control",1,2,""
"7357","Soldiers",763,"Dem",500,500,500,4486,"C","Control",1,2,""
"7358","Unemployment",770,"Dem",4,5,4,-46,"C","Control",1,2,""
"7359","Immigration",770,"Dem",30,30,40,-27.8,"C","Control",1,2,""
"7360","Military",770,"Dem",40,45,40,15,"C","Control",1,2,""
"7361","Soldiers",770,"Dem",45,5000,5700,4486,"C","Control",1,2,""
"7362","Unemployment",772,"Dem",1.5,1,2,-46,"C","Control",1,2,""
"7363","Immigration",772,"Dem",45,45,45,-27.8,"C","Control",1,2,""
"7364","Military",772,"Dem",50,40,40,15,"C","Control",1,2,""
"7365","Soldiers",772,"Dem",600,600,600,4486,"C","Control",1,2,""
"7366","Unemployment",777,"Dem",20,20,4.8,-46,"C","Control",1,2,""
"7367","Immigration",777,"Dem",26.6,26.6,26.6,-27.8,"C","Control",1,2,""
"7368","Military",777,"Dem",21,21,21,15,"C","Control",1,2,""
"7369","Soldiers",777,"Dem",125000,138,138,4486,"C","Control",1,2,""
"7370","Unemployment",781,"Dem",6.5,6.5,6.5,-46,"C","Control",1,2,""
"7371","Immigration",781,"Dem",-6,-6,-6,-27.8,"C","Control",1,2,""
"7372","Military",781,"Dem",7,7,7,15,"C","Control",1,2,""
"7373","Soldiers",781,"Dem",250,250,250,4486,"C","Control",1,2,""
"7374","Unemployment",782,"Dem",8,8,8,-46,"C","Control",1,2,""
"7375","Immigration",782,"Dem",20,21,10,-27.8,"C","Control",1,2,""
"7376","Military",782,"Dem",12,12,14,15,"C","Control",1,2,""
"7377","Soldiers",782,"Dem",2670,2590,3460,4486,"C","Control",1,2,""
"7378","Unemployment",783,"Dem",45,45,30,-46,"C","Control",1,2,""
"7379","Immigration",783,"Dem",45,35,30,-27.8,"C","Control",1,2,""
"7380","Military",783,"Dem",5,10,15,15,"C","Control",1,2,""
"7381","Soldiers",783,"Dem",500,300,400,4486,"C","Control",1,2,""
"7382","Unemployment",784,"Dem",8,9,8.5,-46,"C","Control",1,2,""
